,Nom_Districte,Nom_Barri,Sexe,Nombre,Edat
3409,Nou Barris,la Prosperitat,Dones,229,46
3410,Nou Barris,la Trinitat Nova,Dones,48,46
3411,Nou Barris,Torre Baró,Dones,23,46
3412,Nou Barris,Ciutat Meridiana,Dones,90,46
3413,Nou Barris,Vallbona,Dones,11,46
3414,Sant Andreu,la Trinitat Vella,Dones,79,46
3415,Sant Andreu,Baró de Viver,Dones,20,46
3416,Sant Andreu,el Bon Pastor,Dones,120,46
3417,Sant Andreu,Sant Andreu,Dones,517,46
3418,Sant Andreu,la Sagrera,Dones,245,46
3419,Sant Andreu,el Congrés i els Indians,Dones,122,46
3420,Sant Andreu,Navas,Dones,142,46
3421,Sant Martí,el Camp de l'Arpa del Clot,Dones,320,46
3422,Sant Martí,el Clot,Dones,208,46
3423,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,91,46
3424,Sant Martí,la Vila Olímpica del Poblenou,Dones,82,46
3425,Sant Martí,el Poblenou,Dones,319,46
3426,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,146,46
3427,Sant Martí,el Besòs i el Maresme,Dones,164,46
3428,Sant Martí,Provençals del Poblenou,Dones,172,46
3429,Sant Martí,Sant Martí de Provençals,Dones,207,46
3430,Sant Martí,la Verneda i la Pau,Dones,220,46
3431,Ciutat Vella,el Raval,Dones,327,47
3432,Ciutat Vella,el Barri Gòtic,Dones,112,47
3433,Ciutat Vella,la Barceloneta,Dones,84,47
3434,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,176,47
3435,Eixample,el Fort Pienc,Dones,209,47
3436,Eixample,la Sagrada Família,Dones,357,47
3437,Eixample,la Dreta de l'Eixample,Dones,346,47
3438,Eixample,l'Antiga Esquerra de l'Eixample,Dones,268,47
3439,Eixample,la Nova Esquerra de l'Eixample,Dones,386,47
3440,Eixample,Sant Antoni,Dones,275,47
3441,Sants-Montjuïc,el Poble Sec,Dones,310,47
3442,Sants-Montjuïc,la Marina del Prat Vermell,Dones,7,47
3443,Sants-Montjuïc,la Marina de Port,Dones,241,47
3444,Sants-Montjuïc,la Font de la Guatlla,Dones,61,47
3445,Sants-Montjuïc,Hostafrancs,Dones,125,47
3446,Sants-Montjuïc,la Bordeta,Dones,130,47
3447,Sants-Montjuïc,Sants - Badal,Dones,180,47
3448,Sants-Montjuïc,Sants,Dones,327,47
3449,Les Corts,les Corts,Dones,347,47
3450,Les Corts,la Maternitat i Sant Ramon,Dones,167,47
3451,Les Corts,Pedralbes,Dones,96,47
3452,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,54,47
3453,Sarrià-Sant Gervasi,Sarrià,Dones,201,47
3454,Sarrià-Sant Gervasi,les Tres Torres,Dones,142,47
3455,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,252,47
3456,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,346,47
3457,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,219,47
3458,Gràcia,Vallcarca i els Penitents,Dones,131,47
3459,Gràcia,el Coll,Dones,70,47
3460,Gràcia,la Salut,Dones,95,47
3461,Gràcia,la Vila de Gràcia,Dones,375,47
3462,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,254,47
3463,Horta-Guinardó,el Baix Guinardó,Dones,192,47
3464,Horta-Guinardó,Can Baró,Dones,87,47
3465,Horta-Guinardó,el Guinardó,Dones,315,47
3466,Horta-Guinardó,la Font d'en Fargues,Dones,101,47
3467,Horta-Guinardó,el Carmel,Dones,267,47
3468,Horta-Guinardó,la Teixonera,Dones,97,47
3469,Horta-Guinardó,Sant Genís dels Agudells,Dones,61,47
3470,Horta-Guinardó,Montbau,Dones,42,47
3471,Horta-Guinardó,la Vall d'Hebron,Dones,33,47
3472,Horta-Guinardó,la Clota,Dones,6,47
3473,Horta-Guinardó,Horta,Dones,207,47
3474,Nou Barris,Vilapicina i la Torre Llobeta,Dones,216,47
3475,Nou Barris,Porta,Dones,226,47
3476,Nou Barris,el Turó de la Peira,Dones,136,47
3477,Nou Barris,Can Peguera,Dones,19,47
3478,Nou Barris,la Guineueta,Dones,120,47
3479,Nou Barris,Canyelles,Dones,43,47
3480,Nou Barris,les Roquetes,Dones,118,47
3481,Nou Barris,Verdun,Dones,140,47
3482,Nou Barris,la Prosperitat,Dones,225,47
3483,Nou Barris,la Trinitat Nova,Dones,50,47
3484,Nou Barris,Torre Baró,Dones,31,47
3485,Nou Barris,Ciutat Meridiana,Dones,95,47
3486,Nou Barris,Vallbona,Dones,8,47
3487,Sant Andreu,la Trinitat Vella,Dones,72,47
3488,Sant Andreu,Baró de Viver,Dones,22,47
3489,Sant Andreu,el Bon Pastor,Dones,140,47
3490,Sant Andreu,Sant Andreu,Dones,490,47
3491,Sant Andreu,la Sagrera,Dones,224,47
3492,Sant Andreu,el Congrés i els Indians,Dones,118,47
3493,Sant Andreu,Navas,Dones,164,47
3494,Sant Martí,el Camp de l'Arpa del Clot,Dones,311,47
3495,Sant Martí,el Clot,Dones,190,47
3496,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,121,47
3497,Sant Martí,la Vila Olímpica del Poblenou,Dones,77,47
3498,Sant Martí,el Poblenou,Dones,323,47
3499,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,140,47
3500,Sant Martí,el Besòs i el Maresme,Dones,164,47
3501,Sant Martí,Provençals del Poblenou,Dones,166,47
3502,Sant Martí,Sant Martí de Provençals,Dones,246,47
3503,Sant Martí,la Verneda i la Pau,Dones,206,47
3504,Ciutat Vella,el Raval,Dones,326,48
3505,Ciutat Vella,el Barri Gòtic,Dones,111,48
3506,Ciutat Vella,la Barceloneta,Dones,77,48
3507,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,169,48
3508,Eixample,el Fort Pienc,Dones,227,48
3509,Eixample,la Sagrada Família,Dones,350,48
3510,Eixample,la Dreta de l'Eixample,Dones,327,48
3511,Eixample,l'Antiga Esquerra de l'Eixample,Dones,302,48
3512,Eixample,la Nova Esquerra de l'Eixample,Dones,406,48
3513,Eixample,Sant Antoni,Dones,259,48
3514,Sants-Montjuïc,el Poble Sec,Dones,258,48
3515,Sants-Montjuïc,la Marina del Prat Vermell,Dones,7,48
3516,Sants-Montjuïc,la Marina de Port,Dones,248,48
3517,Sants-Montjuïc,la Font de la Guatlla,Dones,84,48
3518,Sants-Montjuïc,Hostafrancs,Dones,120,48
3519,Sants-Montjuïc,la Bordeta,Dones,133,48
3520,Sants-Montjuïc,Sants - Badal,Dones,203,48
3521,Sants-Montjuïc,Sants,Dones,321,48
3522,Les Corts,les Corts,Dones,337,48
3523,Les Corts,la Maternitat i Sant Ramon,Dones,173,48
3524,Les Corts,Pedralbes,Dones,98,48
3525,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,36,48
3526,Sarrià-Sant Gervasi,Sarrià,Dones,185,48
3527,Sarrià-Sant Gervasi,les Tres Torres,Dones,122,48
3528,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,220,48
3529,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,390,48
3530,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,219,48
3531,Gràcia,Vallcarca i els Penitents,Dones,141,48
3532,Gràcia,el Coll,Dones,54,48
3533,Gràcia,la Salut,Dones,88,48
3534,Gràcia,la Vila de Gràcia,Dones,390,48
3535,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,240,48
3536,Horta-Guinardó,el Baix Guinardó,Dones,205,48
3537,Horta-Guinardó,Can Baró,Dones,51,48
3538,Horta-Guinardó,el Guinardó,Dones,291,48
3539,Horta-Guinardó,la Font d'en Fargues,Dones,65,48
3540,Horta-Guinardó,el Carmel,Dones,261,48
3541,Horta-Guinardó,la Teixonera,Dones,95,48
3542,Horta-Guinardó,Sant Genís dels Agudells,Dones,51,48
3543,Horta-Guinardó,Montbau,Dones,35,48
3544,Horta-Guinardó,la Vall d'Hebron,Dones,41,48
3545,Horta-Guinardó,la Clota,Dones,4,48
3546,Horta-Guinardó,Horta,Dones,232,48
3547,Nou Barris,Vilapicina i la Torre Llobeta,Dones,217,48
3548,Nou Barris,Porta,Dones,235,48
3549,Nou Barris,el Turó de la Peira,Dones,111,48
3550,Nou Barris,Can Peguera,Dones,13,48
3551,Nou Barris,la Guineueta,Dones,108,48
3552,Nou Barris,Canyelles,Dones,51,48
3553,Nou Barris,les Roquetes,Dones,112,48
3554,Nou Barris,Verdun,Dones,92,48
3555,Nou Barris,la Prosperitat,Dones,218,48
3556,Nou Barris,la Trinitat Nova,Dones,49,48
3557,Nou Barris,Torre Baró,Dones,26,48
3558,Nou Barris,Ciutat Meridiana,Dones,73,48
3559,Nou Barris,Vallbona,Dones,8,48
3560,Sant Andreu,la Trinitat Vella,Dones,86,48
3561,Sant Andreu,Baró de Viver,Dones,17,48
3562,Sant Andreu,el Bon Pastor,Dones,140,48
3563,Sant Andreu,Sant Andreu,Dones,509,48
3564,Sant Andreu,la Sagrera,Dones,228,48
3565,Sant Andreu,el Congrés i els Indians,Dones,120,48
3566,Sant Andreu,Navas,Dones,147,48
3567,Sant Martí,el Camp de l'Arpa del Clot,Dones,267,48
3568,Sant Martí,el Clot,Dones,190,48
3569,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,112,48
3570,Sant Martí,la Vila Olímpica del Poblenou,Dones,60,48
3571,Sant Martí,el Poblenou,Dones,323,48
3572,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,149,48
3573,Sant Martí,el Besòs i el Maresme,Dones,150,48
3574,Sant Martí,Provençals del Poblenou,Dones,167,48
3575,Sant Martí,Sant Martí de Provençals,Dones,208,48
3576,Sant Martí,la Verneda i la Pau,Dones,240,48
3577,Ciutat Vella,el Raval,Dones,276,49
3578,Ciutat Vella,el Barri Gòtic,Dones,106,49
3579,Ciutat Vella,la Barceloneta,Dones,92,49
3580,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,125,49
3581,Eixample,el Fort Pienc,Dones,221,49
3582,Eixample,la Sagrada Família,Dones,378,49
3583,Eixample,la Dreta de l'Eixample,Dones,306,49
3584,Eixample,l'Antiga Esquerra de l'Eixample,Dones,285,49
3585,Eixample,la Nova Esquerra de l'Eixample,Dones,348,49
3586,Eixample,Sant Antoni,Dones,257,49
3587,Sants-Montjuïc,el Poble Sec,Dones,263,49
3588,Sants-Montjuïc,la Marina del Prat Vermell,Dones,9,49
3589,Sants-Montjuïc,la Marina de Port,Dones,245,49
3590,Sants-Montjuïc,la Font de la Guatlla,Dones,83,49
3591,Sants-Montjuïc,Hostafrancs,Dones,117,49
3592,Sants-Montjuïc,la Bordeta,Dones,119,49
3593,Sants-Montjuïc,Sants - Badal,Dones,161,49
3594,Sants-Montjuïc,Sants,Dones,279,49
3595,Les Corts,les Corts,Dones,309,49
3596,Les Corts,la Maternitat i Sant Ramon,Dones,180,49
3597,Les Corts,Pedralbes,Dones,88,49
3598,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,36,49
3599,Sarrià-Sant Gervasi,Sarrià,Dones,207,49
3600,Sarrià-Sant Gervasi,les Tres Torres,Dones,126,49
3601,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,180,49
3602,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,368,49
3603,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,236,49
3604,Gràcia,Vallcarca i els Penitents,Dones,143,49
3605,Gràcia,el Coll,Dones,54,49
3606,Gràcia,la Salut,Dones,87,49
3607,Gràcia,la Vila de Gràcia,Dones,359,49
3608,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,234,49
3609,Horta-Guinardó,el Baix Guinardó,Dones,182,49
3610,Horta-Guinardó,Can Baró,Dones,61,49
3611,Horta-Guinardó,el Guinardó,Dones,281,49
3612,Horta-Guinardó,la Font d'en Fargues,Dones,82,49
3613,Horta-Guinardó,el Carmel,Dones,240,49
3614,Horta-Guinardó,la Teixonera,Dones,103,49
3615,Horta-Guinardó,Sant Genís dels Agudells,Dones,55,49
3616,Horta-Guinardó,Montbau,Dones,37,49
3617,Horta-Guinardó,la Vall d'Hebron,Dones,50,49
3618,Horta-Guinardó,la Clota,Dones,5,49
3619,Horta-Guinardó,Horta,Dones,228,49
3620,Nou Barris,Vilapicina i la Torre Llobeta,Dones,189,49
3621,Nou Barris,Porta,Dones,216,49
3622,Nou Barris,el Turó de la Peira,Dones,132,49
3623,Nou Barris,Can Peguera,Dones,18,49
3624,Nou Barris,la Guineueta,Dones,123,49
3625,Nou Barris,Canyelles,Dones,65,49
3626,Nou Barris,les Roquetes,Dones,130,49
3627,Nou Barris,Verdun,Dones,114,49
3628,Nou Barris,la Prosperitat,Dones,202,49
3629,Nou Barris,la Trinitat Nova,Dones,78,49
3630,Nou Barris,Torre Baró,Dones,23,49
3631,Nou Barris,Ciutat Meridiana,Dones,76,49
3632,Nou Barris,Vallbona,Dones,11,49
3633,Sant Andreu,la Trinitat Vella,Dones,70,49
3634,Sant Andreu,Baró de Viver,Dones,16,49
3635,Sant Andreu,el Bon Pastor,Dones,130,49
3636,Sant Andreu,Sant Andreu,Dones,503,49
3637,Sant Andreu,la Sagrera,Dones,200,49
3638,Sant Andreu,el Congrés i els Indians,Dones,117,49
3639,Sant Andreu,Navas,Dones,160,49
3640,Sant Martí,el Camp de l'Arpa del Clot,Dones,263,49
3641,Sant Martí,el Clot,Dones,204,49
3642,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,100,49
3643,Sant Martí,la Vila Olímpica del Poblenou,Dones,70,49
3644,Sant Martí,el Poblenou,Dones,269,49
3645,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,126,49
3646,Sant Martí,el Besòs i el Maresme,Dones,187,49
3647,Sant Martí,Provençals del Poblenou,Dones,141,49
3648,Sant Martí,Sant Martí de Provençals,Dones,217,49
3649,Sant Martí,la Verneda i la Pau,Dones,203,49
3650,Ciutat Vella,el Raval,Dones,312,50
3651,Ciutat Vella,el Barri Gòtic,Dones,102,50
3652,Ciutat Vella,la Barceloneta,Dones,81,50
3653,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,128,50
3654,Eixample,el Fort Pienc,Dones,210,50
3655,Eixample,la Sagrada Família,Dones,357,50
3656,Eixample,la Dreta de l'Eixample,Dones,309,50
3657,Eixample,l'Antiga Esquerra de l'Eixample,Dones,275,50
3658,Eixample,la Nova Esquerra de l'Eixample,Dones,367,50
3659,Eixample,Sant Antoni,Dones,272,50
3660,Sants-Montjuïc,el Poble Sec,Dones,261,50
3661,Sants-Montjuïc,la Marina del Prat Vermell,Dones,8,50
3662,Sants-Montjuïc,la Marina de Port,Dones,256,50
3663,Sants-Montjuïc,la Font de la Guatlla,Dones,65,50
3664,Sants-Montjuïc,Hostafrancs,Dones,104,50
3665,Sants-Montjuïc,la Bordeta,Dones,155,50
3666,Sants-Montjuïc,Sants - Badal,Dones,158,50
3667,Sants-Montjuïc,Sants,Dones,315,50
3668,Les Corts,les Corts,Dones,289,50
3669,Les Corts,la Maternitat i Sant Ramon,Dones,143,50
3670,Les Corts,Pedralbes,Dones,92,50
3671,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,43,50
3672,Sarrià-Sant Gervasi,Sarrià,Dones,200,50
3673,Sarrià-Sant Gervasi,les Tres Torres,Dones,138,50
3674,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,210,50
3675,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,383,50
3676,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,241,50
3677,Gràcia,Vallcarca i els Penitents,Dones,100,50
3678,Gràcia,el Coll,Dones,68,50
3679,Gràcia,la Salut,Dones,89,50
3680,Gràcia,la Vila de Gràcia,Dones,329,50
3681,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,229,50
3682,Horta-Guinardó,el Baix Guinardó,Dones,168,50
3683,Horta-Guinardó,Can Baró,Dones,75,50
3684,Horta-Guinardó,el Guinardó,Dones,288,50
3685,Horta-Guinardó,la Font d'en Fargues,Dones,77,50
3686,Horta-Guinardó,el Carmel,Dones,249,50
3687,Horta-Guinardó,la Teixonera,Dones,106,50
3688,Horta-Guinardó,Sant Genís dels Agudells,Dones,74,50
3689,Horta-Guinardó,Montbau,Dones,35,50
3690,Horta-Guinardó,la Vall d'Hebron,Dones,49,50
3691,Horta-Guinardó,la Clota,Dones,7,50
3692,Horta-Guinardó,Horta,Dones,215,50
3693,Nou Barris,Vilapicina i la Torre Llobeta,Dones,186,50
3694,Nou Barris,Porta,Dones,212,50
3695,Nou Barris,el Turó de la Peira,Dones,109,50
3696,Nou Barris,Can Peguera,Dones,12,50
3697,Nou Barris,la Guineueta,Dones,121,50
3698,Nou Barris,Canyelles,Dones,45,50
3699,Nou Barris,les Roquetes,Dones,125,50
3700,Nou Barris,Verdun,Dones,97,50
3701,Nou Barris,la Prosperitat,Dones,216,50
3702,Nou Barris,la Trinitat Nova,Dones,55,50
3703,Nou Barris,Torre Baró,Dones,16,50
3704,Nou Barris,Ciutat Meridiana,Dones,76,50
3705,Nou Barris,Vallbona,Dones,9,50
3706,Sant Andreu,la Trinitat Vella,Dones,86,50
3707,Sant Andreu,Baró de Viver,Dones,23,50
3708,Sant Andreu,el Bon Pastor,Dones,103,50
3709,Sant Andreu,Sant Andreu,Dones,438,50
3710,Sant Andreu,la Sagrera,Dones,236,50
3711,Sant Andreu,el Congrés i els Indians,Dones,118,50
3712,Sant Andreu,Navas,Dones,176,50
3713,Sant Martí,el Camp de l'Arpa del Clot,Dones,252,50
3714,Sant Martí,el Clot,Dones,228,50
3715,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,99,50
3716,Sant Martí,la Vila Olímpica del Poblenou,Dones,62,50
3717,Sant Martí,el Poblenou,Dones,309,50
3718,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,120,50
3719,Sant Martí,el Besòs i el Maresme,Dones,149,50
3720,Sant Martí,Provençals del Poblenou,Dones,166,50
3721,Sant Martí,Sant Martí de Provençals,Dones,216,50
3722,Sant Martí,la Verneda i la Pau,Dones,225,50
3723,Ciutat Vella,el Raval,Dones,279,51
3724,Ciutat Vella,el Barri Gòtic,Dones,83,51
3725,Ciutat Vella,la Barceloneta,Dones,92,51
3726,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,118,51
3727,Eixample,el Fort Pienc,Dones,200,51
3728,Eixample,la Sagrada Família,Dones,329,51
3729,Eixample,la Dreta de l'Eixample,Dones,285,51
3730,Eixample,l'Antiga Esquerra de l'Eixample,Dones,276,51
3731,Eixample,la Nova Esquerra de l'Eixample,Dones,342,51
3732,Eixample,Sant Antoni,Dones,281,51
3733,Sants-Montjuïc,el Poble Sec,Dones,292,51
3734,Sants-Montjuïc,la Marina del Prat Vermell,Dones,11,51
3735,Sants-Montjuïc,la Marina de Port,Dones,227,51
3736,Sants-Montjuïc,la Font de la Guatlla,Dones,60,51
3737,Sants-Montjuïc,Hostafrancs,Dones,94,51
3738,Sants-Montjuïc,la Bordeta,Dones,135,51
3739,Sants-Montjuïc,Sants - Badal,Dones,158,51
3740,Sants-Montjuïc,Sants,Dones,313,51
3741,Les Corts,les Corts,Dones,277,51
3742,Les Corts,la Maternitat i Sant Ramon,Dones,166,51
3743,Les Corts,Pedralbes,Dones,86,51
3744,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,38,51
3745,Sarrià-Sant Gervasi,Sarrià,Dones,173,51
3746,Sarrià-Sant Gervasi,les Tres Torres,Dones,131,51
3747,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,179,51
3748,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,387,51
3749,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,241,51
3750,Gràcia,Vallcarca i els Penitents,Dones,131,51
3751,Gràcia,el Coll,Dones,50,51
3752,Gràcia,la Salut,Dones,100,51
3753,Gràcia,la Vila de Gràcia,Dones,338,51
3754,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,246,51
3755,Horta-Guinardó,el Baix Guinardó,Dones,170,51
3756,Horta-Guinardó,Can Baró,Dones,68,51
3757,Horta-Guinardó,el Guinardó,Dones,268,51
3758,Horta-Guinardó,la Font d'en Fargues,Dones,70,51
3759,Horta-Guinardó,el Carmel,Dones,252,51
3760,Horta-Guinardó,la Teixonera,Dones,96,51
3761,Horta-Guinardó,Sant Genís dels Agudells,Dones,58,51
3762,Horta-Guinardó,Montbau,Dones,38,51
3763,Horta-Guinardó,la Vall d'Hebron,Dones,52,51
3764,Horta-Guinardó,la Clota,Dones,7,51
3765,Horta-Guinardó,Horta,Dones,213,51
3766,Nou Barris,Vilapicina i la Torre Llobeta,Dones,191,51
3767,Nou Barris,Porta,Dones,201,51
3768,Nou Barris,el Turó de la Peira,Dones,101,51
3769,Nou Barris,Can Peguera,Dones,15,51
3770,Nou Barris,la Guineueta,Dones,129,51
3771,Nou Barris,Canyelles,Dones,49,51
3772,Nou Barris,les Roquetes,Dones,123,51
3773,Nou Barris,Verdun,Dones,100,51
3774,Nou Barris,la Prosperitat,Dones,199,51
3775,Nou Barris,la Trinitat Nova,Dones,59,51
3776,Nou Barris,Torre Baró,Dones,30,51
3777,Nou Barris,Ciutat Meridiana,Dones,67,51
3778,Nou Barris,Vallbona,Dones,10,51
3779,Sant Andreu,la Trinitat Vella,Dones,67,51
3780,Sant Andreu,Baró de Viver,Dones,26,51
3781,Sant Andreu,el Bon Pastor,Dones,118,51
3782,Sant Andreu,Sant Andreu,Dones,425,51
3783,Sant Andreu,la Sagrera,Dones,199,51
3784,Sant Andreu,el Congrés i els Indians,Dones,121,51
3785,Sant Andreu,Navas,Dones,186,51
3786,Sant Martí,el Camp de l'Arpa del Clot,Dones,246,51
3787,Sant Martí,el Clot,Dones,217,51
3788,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,85,51
3789,Sant Martí,la Vila Olímpica del Poblenou,Dones,65,51
3790,Sant Martí,el Poblenou,Dones,338,51
3791,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,126,51
3792,Sant Martí,el Besòs i el Maresme,Dones,157,51
3793,Sant Martí,Provençals del Poblenou,Dones,152,51
3794,Sant Martí,Sant Martí de Provençals,Dones,190,51
3795,Sant Martí,la Verneda i la Pau,Dones,199,51
3796,Ciutat Vella,el Raval,Dones,265,52
3797,Ciutat Vella,el Barri Gòtic,Dones,82,52
3798,Ciutat Vella,la Barceloneta,Dones,72,52
3799,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,136,52
3800,Eixample,el Fort Pienc,Dones,211,52
3801,Eixample,la Sagrada Família,Dones,336,52
3802,Eixample,la Dreta de l'Eixample,Dones,279,52
3803,Eixample,l'Antiga Esquerra de l'Eixample,Dones,268,52
3804,Eixample,la Nova Esquerra de l'Eixample,Dones,376,52
3805,Eixample,Sant Antoni,Dones,258,52
3806,Sants-Montjuïc,el Poble Sec,Dones,277,52
3807,Sants-Montjuïc,la Marina del Prat Vermell,Dones,13,52
3808,Sants-Montjuïc,la Marina de Port,Dones,241,52
3809,Sants-Montjuïc,la Font de la Guatlla,Dones,82,52
3810,Sants-Montjuïc,Hostafrancs,Dones,116,52
3811,Sants-Montjuïc,la Bordeta,Dones,149,52
3812,Sants-Montjuïc,Sants - Badal,Dones,184,52
3813,Sants-Montjuïc,Sants,Dones,288,52
3814,Les Corts,les Corts,Dones,302,52
3815,Les Corts,la Maternitat i Sant Ramon,Dones,158,52
3816,Les Corts,Pedralbes,Dones,82,52
3817,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,35,52
3818,Sarrià-Sant Gervasi,Sarrià,Dones,189,52
3819,Sarrià-Sant Gervasi,les Tres Torres,Dones,123,52
3820,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,189,52
3821,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,356,52
3822,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,222,52
3823,Gràcia,Vallcarca i els Penitents,Dones,108,52
3824,Gràcia,el Coll,Dones,71,52
3825,Gràcia,la Salut,Dones,97,52
3826,Gràcia,la Vila de Gràcia,Dones,317,52
3827,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,242,52
3828,Horta-Guinardó,el Baix Guinardó,Dones,174,52
3829,Horta-Guinardó,Can Baró,Dones,53,52
3830,Horta-Guinardó,el Guinardó,Dones,260,52
3831,Horta-Guinardó,la Font d'en Fargues,Dones,67,52
3832,Horta-Guinardó,el Carmel,Dones,250,52
3833,Horta-Guinardó,la Teixonera,Dones,97,52
3834,Horta-Guinardó,Sant Genís dels Agudells,Dones,45,52
3835,Horta-Guinardó,Montbau,Dones,44,52
3836,Horta-Guinardó,la Vall d'Hebron,Dones,39,52
3837,Horta-Guinardó,la Clota,Dones,7,52
3838,Horta-Guinardó,Horta,Dones,220,52
3839,Nou Barris,Vilapicina i la Torre Llobeta,Dones,192,52
3840,Nou Barris,Porta,Dones,200,52
3841,Nou Barris,el Turó de la Peira,Dones,135,52
3842,Nou Barris,Can Peguera,Dones,23,52
3843,Nou Barris,la Guineueta,Dones,114,52
3844,Nou Barris,Canyelles,Dones,53,52
3845,Nou Barris,les Roquetes,Dones,118,52
3846,Nou Barris,Verdun,Dones,99,52
3847,Nou Barris,la Prosperitat,Dones,202,52
3848,Nou Barris,la Trinitat Nova,Dones,58,52
3849,Nou Barris,Torre Baró,Dones,20,52
3850,Nou Barris,Ciutat Meridiana,Dones,81,52
3851,Nou Barris,Vallbona,Dones,10,52
3852,Sant Andreu,la Trinitat Vella,Dones,66,52
3853,Sant Andreu,Baró de Viver,Dones,13,52
3854,Sant Andreu,el Bon Pastor,Dones,76,52
3855,Sant Andreu,Sant Andreu,Dones,440,52
3856,Sant Andreu,la Sagrera,Dones,199,52
3857,Sant Andreu,el Congrés i els Indians,Dones,107,52
3858,Sant Andreu,Navas,Dones,162,52
3859,Sant Martí,el Camp de l'Arpa del Clot,Dones,231,52
3860,Sant Martí,el Clot,Dones,178,52
3861,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,99,52
3862,Sant Martí,la Vila Olímpica del Poblenou,Dones,62,52
3863,Sant Martí,el Poblenou,Dones,266,52
3864,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,107,52
3865,Sant Martí,el Besòs i el Maresme,Dones,185,52
3866,Sant Martí,Provençals del Poblenou,Dones,149,52
3867,Sant Martí,Sant Martí de Provençals,Dones,209,52
3868,Sant Martí,la Verneda i la Pau,Dones,227,52
3869,Ciutat Vella,el Raval,Dones,266,53
3870,Ciutat Vella,el Barri Gòtic,Dones,90,53
3871,Ciutat Vella,la Barceloneta,Dones,87,53
3872,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,125,53
3873,Eixample,el Fort Pienc,Dones,212,53
3874,Eixample,la Sagrada Família,Dones,372,53
3875,Eixample,la Dreta de l'Eixample,Dones,311,53
3876,Eixample,l'Antiga Esquerra de l'Eixample,Dones,280,53
3877,Eixample,la Nova Esquerra de l'Eixample,Dones,367,53
3878,Eixample,Sant Antoni,Dones,245,53
3879,Sants-Montjuïc,el Poble Sec,Dones,259,53
3880,Sants-Montjuïc,la Marina del Prat Vermell,Dones,8,53
3881,Sants-Montjuïc,la Marina de Port,Dones,276,53
3882,Sants-Montjuïc,la Font de la Guatlla,Dones,71,53
3883,Sants-Montjuïc,Hostafrancs,Dones,83,53
