,Nom_Districte,Nom_Barri,Sexe,Nombre,Edat
7101,Les Corts,Pedralbes,Dones,11,97
7102,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,2,97
7103,Sarrià-Sant Gervasi,Sarrià,Dones,24,97
7104,Sarrià-Sant Gervasi,les Tres Torres,Dones,6,97
7105,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,22,97
7106,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,35,97
7107,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,24,97
7108,Gràcia,Vallcarca i els Penitents,Dones,17,97
7109,Gràcia,el Coll,Dones,1,97
7110,Gràcia,la Salut,Dones,7,97
7111,Gràcia,la Vila de Gràcia,Dones,31,97
7112,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,25,97
7113,Horta-Guinardó,el Baix Guinardó,Dones,22,97
7114,Horta-Guinardó,Can Baró,Dones,1,97
7115,Horta-Guinardó,el Guinardó,Dones,13,97
7116,Horta-Guinardó,la Font d'en Fargues,Dones,9,97
7117,Horta-Guinardó,el Carmel,Dones,10,97
7118,Horta-Guinardó,la Teixonera,Dones,4,97
7119,Horta-Guinardó,Sant Genís dels Agudells,Dones,3,97
7120,Horta-Guinardó,Montbau,Dones,7,97
7121,Horta-Guinardó,la Vall d'Hebron,Dones,7,97
7122,Horta-Guinardó,la Clota,Dones,0,97
7123,Horta-Guinardó,Horta,Dones,8,97
7124,Nou Barris,Vilapicina i la Torre Llobeta,Dones,14,97
7125,Nou Barris,Porta,Dones,11,97
7126,Nou Barris,el Turó de la Peira,Dones,13,97
7127,Nou Barris,Can Peguera,Dones,2,97
7128,Nou Barris,la Guineueta,Dones,6,97
7129,Nou Barris,Canyelles,Dones,2,97
7130,Nou Barris,les Roquetes,Dones,4,97
7131,Nou Barris,Verdun,Dones,5,97
7132,Nou Barris,la Prosperitat,Dones,10,97
7133,Nou Barris,la Trinitat Nova,Dones,2,97
7134,Nou Barris,Torre Baró,Dones,0,97
7135,Nou Barris,Ciutat Meridiana,Dones,2,97
7136,Nou Barris,Vallbona,Dones,1,97
7137,Sant Andreu,la Trinitat Vella,Dones,3,97
7138,Sant Andreu,Baró de Viver,Dones,0,97
7139,Sant Andreu,el Bon Pastor,Dones,1,97
7140,Sant Andreu,Sant Andreu,Dones,22,97
7141,Sant Andreu,la Sagrera,Dones,12,97
7142,Sant Andreu,el Congrés i els Indians,Dones,12,97
7143,Sant Andreu,Navas,Dones,12,97
7144,Sant Martí,el Camp de l'Arpa del Clot,Dones,17,97
7145,Sant Martí,el Clot,Dones,6,97
7146,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,7,97
7147,Sant Martí,la Vila Olímpica del Poblenou,Dones,2,97
7148,Sant Martí,el Poblenou,Dones,16,97
7149,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,5,97
7150,Sant Martí,el Besòs i el Maresme,Dones,3,97
7151,Sant Martí,Provençals del Poblenou,Dones,7,97
7152,Sant Martí,Sant Martí de Provençals,Dones,10,97
7153,Sant Martí,la Verneda i la Pau,Dones,8,97
7154,Ciutat Vella,el Raval,Dones,7,98
7155,Ciutat Vella,el Barri Gòtic,Dones,8,98
7156,Ciutat Vella,la Barceloneta,Dones,0,98
7157,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,6,98
7158,Eixample,el Fort Pienc,Dones,7,98
7159,Eixample,la Sagrada Família,Dones,17,98
7160,Eixample,la Dreta de l'Eixample,Dones,26,98
7161,Eixample,l'Antiga Esquerra de l'Eixample,Dones,14,98
7162,Eixample,la Nova Esquerra de l'Eixample,Dones,30,98
7163,Eixample,Sant Antoni,Dones,19,98
7164,Sants-Montjuïc,el Poble Sec,Dones,8,98
7165,Sants-Montjuïc,la Marina del Prat Vermell,Dones,0,98
7166,Sants-Montjuïc,la Marina de Port,Dones,9,98
7167,Sants-Montjuïc,la Font de la Guatlla,Dones,3,98
7168,Sants-Montjuïc,Hostafrancs,Dones,2,98
7169,Sants-Montjuïc,la Bordeta,Dones,3,98
7170,Sants-Montjuïc,Sants - Badal,Dones,13,98
7171,Sants-Montjuïc,Sants,Dones,15,98
7172,Les Corts,les Corts,Dones,15,98
7173,Les Corts,la Maternitat i Sant Ramon,Dones,9,98
7174,Les Corts,Pedralbes,Dones,3,98
7175,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,1,98
7176,Sarrià-Sant Gervasi,Sarrià,Dones,13,98
7177,Sarrià-Sant Gervasi,les Tres Torres,Dones,7,98
7178,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,11,98
7179,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,24,98
7180,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,9,98
7181,Gràcia,Vallcarca i els Penitents,Dones,5,98
7182,Gràcia,el Coll,Dones,1,98
7183,Gràcia,la Salut,Dones,5,98
7184,Gràcia,la Vila de Gràcia,Dones,18,98
7185,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,15,98
7186,Horta-Guinardó,el Baix Guinardó,Dones,18,98
7187,Horta-Guinardó,Can Baró,Dones,7,98
7188,Horta-Guinardó,el Guinardó,Dones,15,98
7189,Horta-Guinardó,la Font d'en Fargues,Dones,4,98
7190,Horta-Guinardó,el Carmel,Dones,10,98
7191,Horta-Guinardó,la Teixonera,Dones,4,98
7192,Horta-Guinardó,Sant Genís dels Agudells,Dones,1,98
7193,Horta-Guinardó,Montbau,Dones,1,98
7194,Horta-Guinardó,la Vall d'Hebron,Dones,1,98
7195,Horta-Guinardó,la Clota,Dones,0,98
7196,Horta-Guinardó,Horta,Dones,11,98
7197,Nou Barris,Vilapicina i la Torre Llobeta,Dones,19,98
7198,Nou Barris,Porta,Dones,5,98
7199,Nou Barris,el Turó de la Peira,Dones,4,98
7200,Nou Barris,Can Peguera,Dones,2,98
7201,Nou Barris,la Guineueta,Dones,8,98
7202,Nou Barris,Canyelles,Dones,0,98
7203,Nou Barris,les Roquetes,Dones,0,98
7204,Nou Barris,Verdun,Dones,1,98
7205,Nou Barris,la Prosperitat,Dones,6,98
7206,Nou Barris,la Trinitat Nova,Dones,1,98
7207,Nou Barris,Torre Baró,Dones,0,98
7208,Nou Barris,Ciutat Meridiana,Dones,1,98
7209,Nou Barris,Vallbona,Dones,0,98
7210,Sant Andreu,la Trinitat Vella,Dones,1,98
7211,Sant Andreu,Baró de Viver,Dones,1,98
7212,Sant Andreu,el Bon Pastor,Dones,1,98
7213,Sant Andreu,Sant Andreu,Dones,15,98
7214,Sant Andreu,la Sagrera,Dones,9,98
7215,Sant Andreu,el Congrés i els Indians,Dones,9,98
7216,Sant Andreu,Navas,Dones,7,98
7217,Sant Martí,el Camp de l'Arpa del Clot,Dones,16,98
7218,Sant Martí,el Clot,Dones,5,98
7219,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,3,98
7220,Sant Martí,la Vila Olímpica del Poblenou,Dones,1,98
7221,Sant Martí,el Poblenou,Dones,9,98
7222,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,1,98
7223,Sant Martí,el Besòs i el Maresme,Dones,1,98
7224,Sant Martí,Provençals del Poblenou,Dones,5,98
7225,Sant Martí,Sant Martí de Provençals,Dones,7,98
7226,Sant Martí,la Verneda i la Pau,Dones,14,98
7227,Ciutat Vella,el Raval,Dones,15,99
7228,Ciutat Vella,el Barri Gòtic,Dones,7,99
7229,Ciutat Vella,la Barceloneta,Dones,9,99
7230,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Dones,7,99
7231,Eixample,el Fort Pienc,Dones,26,99
7232,Eixample,la Sagrada Família,Dones,38,99
7233,Eixample,la Dreta de l'Eixample,Dones,52,99
7234,Eixample,l'Antiga Esquerra de l'Eixample,Dones,56,99
7235,Eixample,la Nova Esquerra de l'Eixample,Dones,46,99
7236,Eixample,Sant Antoni,Dones,40,99
7237,Sants-Montjuïc,el Poble Sec,Dones,20,99
7238,Sants-Montjuïc,la Marina del Prat Vermell,Dones,1,99
7239,Sants-Montjuïc,la Marina de Port,Dones,13,99
7240,Sants-Montjuïc,la Font de la Guatlla,Dones,13,99
7241,Sants-Montjuïc,Hostafrancs,Dones,8,99
7242,Sants-Montjuïc,la Bordeta,Dones,7,99
7243,Sants-Montjuïc,Sants - Badal,Dones,3,99
7244,Sants-Montjuïc,Sants,Dones,25,99
7245,Les Corts,les Corts,Dones,33,99
7246,Les Corts,la Maternitat i Sant Ramon,Dones,17,99
7247,Les Corts,Pedralbes,Dones,17,99
7248,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Dones,6,99
7249,Sarrià-Sant Gervasi,Sarrià,Dones,22,99
7250,Sarrià-Sant Gervasi,les Tres Torres,Dones,19,99
7251,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dones,37,99
7252,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Dones,66,99
7253,Sarrià-Sant Gervasi,el Putxet i el Farró,Dones,31,99
7254,Gràcia,Vallcarca i els Penitents,Dones,18,99
7255,Gràcia,el Coll,Dones,6,99
7256,Gràcia,la Salut,Dones,12,99
7257,Gràcia,la Vila de Gràcia,Dones,35,99
7258,Gràcia,el Camp d'en Grassot i Gràcia Nova,Dones,25,99
7259,Horta-Guinardó,el Baix Guinardó,Dones,26,99
7260,Horta-Guinardó,Can Baró,Dones,8,99
7261,Horta-Guinardó,el Guinardó,Dones,22,99
7262,Horta-Guinardó,la Font d'en Fargues,Dones,14,99
7263,Horta-Guinardó,el Carmel,Dones,3,99
7264,Horta-Guinardó,la Teixonera,Dones,6,99
7265,Horta-Guinardó,Sant Genís dels Agudells,Dones,4,99
7266,Horta-Guinardó,Montbau,Dones,8,99
7267,Horta-Guinardó,la Vall d'Hebron,Dones,7,99
7268,Horta-Guinardó,la Clota,Dones,0,99
7269,Horta-Guinardó,Horta,Dones,15,99
7270,Nou Barris,Vilapicina i la Torre Llobeta,Dones,16,99
7271,Nou Barris,Porta,Dones,13,99
7272,Nou Barris,el Turó de la Peira,Dones,6,99
7273,Nou Barris,Can Peguera,Dones,1,99
7274,Nou Barris,la Guineueta,Dones,7,99
7275,Nou Barris,Canyelles,Dones,0,99
7276,Nou Barris,les Roquetes,Dones,5,99
7277,Nou Barris,Verdun,Dones,9,99
7278,Nou Barris,la Prosperitat,Dones,13,99
7279,Nou Barris,la Trinitat Nova,Dones,3,99
7280,Nou Barris,Torre Baró,Dones,1,99
7281,Nou Barris,Ciutat Meridiana,Dones,0,99
7282,Nou Barris,Vallbona,Dones,2,99
7283,Sant Andreu,la Trinitat Vella,Dones,6,99
7284,Sant Andreu,Baró de Viver,Dones,1,99
7285,Sant Andreu,el Bon Pastor,Dones,4,99
7286,Sant Andreu,Sant Andreu,Dones,30,99
7287,Sant Andreu,la Sagrera,Dones,18,99
7288,Sant Andreu,el Congrés i els Indians,Dones,8,99
7289,Sant Andreu,Navas,Dones,10,99
7290,Sant Martí,el Camp de l'Arpa del Clot,Dones,24,99
7291,Sant Martí,el Clot,Dones,11,99
7292,Sant Martí,el Parc i la Llacuna del Poblenou,Dones,11,99
7293,Sant Martí,la Vila Olímpica del Poblenou,Dones,2,99
7294,Sant Martí,el Poblenou,Dones,20,99
7295,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Dones,5,99
7296,Sant Martí,el Besòs i el Maresme,Dones,10,99
7297,Sant Martí,Provençals del Poblenou,Dones,7,99
7298,Sant Martí,Sant Martí de Provençals,Dones,13,99
7299,Sant Martí,la Verneda i la Pau,Dones,15,99
7300,Ciutat Vella,el Raval,Homes,241,0
7301,Ciutat Vella,el Barri Gòtic,Homes,56,0
7302,Ciutat Vella,la Barceloneta,Homes,43,0
7303,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,60,0
7304,Eixample,el Fort Pienc,Homes,77,0
7305,Eixample,la Sagrada Família,Homes,172,0
7306,Eixample,la Dreta de l'Eixample,Homes,149,0
7307,Eixample,l'Antiga Esquerra de l'Eixample,Homes,151,0
7308,Eixample,la Nova Esquerra de l'Eixample,Homes,197,0
7309,Eixample,Sant Antoni,Homes,106,0
7310,Sants-Montjuïc,el Poble Sec,Homes,142,0
7311,Sants-Montjuïc,la Marina del Prat Vermell,Homes,5,0
7312,Sants-Montjuïc,la Marina de Port,Homes,104,0
7313,Sants-Montjuïc,la Font de la Guatlla,Homes,35,0
7314,Sants-Montjuïc,Hostafrancs,Homes,59,0
7315,Sants-Montjuïc,la Bordeta,Homes,71,0
7316,Sants-Montjuïc,Sants - Badal,Homes,93,0
7317,Sants-Montjuïc,Sants,Homes,152,0
7318,Les Corts,les Corts,Homes,165,0
7319,Les Corts,la Maternitat i Sant Ramon,Homes,67,0
7320,Les Corts,Pedralbes,Homes,36,0
7321,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,11,0
7322,Sarrià-Sant Gervasi,Sarrià,Homes,113,0
7323,Sarrià-Sant Gervasi,les Tres Torres,Homes,62,0
7324,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,72,0
7325,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,174,0
7326,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,110,0
7327,Gràcia,Vallcarca i els Penitents,Homes,50,0
7328,Gràcia,el Coll,Homes,32,0
7329,Gràcia,la Salut,Homes,55,0
7330,Gràcia,la Vila de Gràcia,Homes,206,0
7331,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,153,0
7332,Horta-Guinardó,el Baix Guinardó,Homes,85,0
7333,Horta-Guinardó,Can Baró,Homes,27,0
7334,Horta-Guinardó,el Guinardó,Homes,122,0
7335,Horta-Guinardó,la Font d'en Fargues,Homes,27,0
7336,Horta-Guinardó,el Carmel,Homes,114,0
7337,Horta-Guinardó,la Teixonera,Homes,41,0
7338,Horta-Guinardó,Sant Genís dels Agudells,Homes,32,0
7339,Horta-Guinardó,Montbau,Homes,17,0
7340,Horta-Guinardó,la Vall d'Hebron,Homes,13,0
7341,Horta-Guinardó,la Clota,Homes,3,0
7342,Horta-Guinardó,Horta,Homes,77,0
7343,Nou Barris,Vilapicina i la Torre Llobeta,Homes,78,0
7344,Nou Barris,Porta,Homes,97,0
7345,Nou Barris,el Turó de la Peira,Homes,69,0
7346,Nou Barris,Can Peguera,Homes,6,0
7347,Nou Barris,la Guineueta,Homes,32,0
7348,Nou Barris,Canyelles,Homes,20,0
7349,Nou Barris,les Roquetes,Homes,85,0
7350,Nou Barris,Verdun,Homes,58,0
7351,Nou Barris,la Prosperitat,Homes,87,0
7352,Nou Barris,la Trinitat Nova,Homes,28,0
7353,Nou Barris,Torre Baró,Homes,11,0
7354,Nou Barris,Ciutat Meridiana,Homes,63,0
7355,Nou Barris,Vallbona,Homes,3,0
7356,Sant Andreu,la Trinitat Vella,Homes,52,0
7357,Sant Andreu,Baró de Viver,Homes,9,0
7358,Sant Andreu,el Bon Pastor,Homes,52,0
7359,Sant Andreu,Sant Andreu,Homes,199,0
7360,Sant Andreu,la Sagrera,Homes,103,0
7361,Sant Andreu,el Congrés i els Indians,Homes,51,0
7362,Sant Andreu,Navas,Homes,73,0
7363,Sant Martí,el Camp de l'Arpa del Clot,Homes,119,0
7364,Sant Martí,el Clot,Homes,65,0
7365,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,65,0
7366,Sant Martí,la Vila Olímpica del Poblenou,Homes,23,0
7367,Sant Martí,el Poblenou,Homes,134,0
7368,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,58,0
7369,Sant Martí,el Besòs i el Maresme,Homes,97,0
7370,Sant Martí,Provençals del Poblenou,Homes,72,0
7371,Sant Martí,Sant Martí de Provençals,Homes,85,0
7372,Sant Martí,la Verneda i la Pau,Homes,86,0
7373,Ciutat Vella,el Raval,Homes,217,1
7374,Ciutat Vella,el Barri Gòtic,Homes,52,1
7375,Ciutat Vella,la Barceloneta,Homes,39,1
7376,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,76,1
7377,Eixample,el Fort Pienc,Homes,100,1
7378,Eixample,la Sagrada Família,Homes,171,1
7379,Eixample,la Dreta de l'Eixample,Homes,163,1
7380,Eixample,l'Antiga Esquerra de l'Eixample,Homes,142,1
7381,Eixample,la Nova Esquerra de l'Eixample,Homes,191,1
7382,Eixample,Sant Antoni,Homes,164,1
7383,Sants-Montjuïc,el Poble Sec,Homes,135,1
7384,Sants-Montjuïc,la Marina del Prat Vermell,Homes,8,1
7385,Sants-Montjuïc,la Marina de Port,Homes,127,1
7386,Sants-Montjuïc,la Font de la Guatlla,Homes,36,1
7387,Sants-Montjuïc,Hostafrancs,Homes,51,1
7388,Sants-Montjuïc,la Bordeta,Homes,77,1
7389,Sants-Montjuïc,Sants - Badal,Homes,91,1
7390,Sants-Montjuïc,Sants,Homes,167,1
7391,Les Corts,les Corts,Homes,162,1
7392,Les Corts,la Maternitat i Sant Ramon,Homes,83,1
7393,Les Corts,Pedralbes,Homes,33,1
7394,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,14,1
7395,Sarrià-Sant Gervasi,Sarrià,Homes,98,1
7396,Sarrià-Sant Gervasi,les Tres Torres,Homes,66,1
7397,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,95,1
7398,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,187,1
7399,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,138,1
7400,Gràcia,Vallcarca i els Penitents,Homes,53,1
7401,Gràcia,el Coll,Homes,24,1
7402,Gràcia,la Salut,Homes,38,1
7403,Gràcia,la Vila de Gràcia,Homes,196,1
7404,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,125,1
7405,Horta-Guinardó,el Baix Guinardó,Homes,87,1
7406,Horta-Guinardó,Can Baró,Homes,41,1
7407,Horta-Guinardó,el Guinardó,Homes,142,1
7408,Horta-Guinardó,la Font d'en Fargues,Homes,30,1
7409,Horta-Guinardó,el Carmel,Homes,112,1
7410,Horta-Guinardó,la Teixonera,Homes,32,1
7411,Horta-Guinardó,Sant Genís dels Agudells,Homes,28,1
7412,Horta-Guinardó,Montbau,Homes,18,1
7413,Horta-Guinardó,la Vall d'Hebron,Homes,20,1
7414,Horta-Guinardó,la Clota,Homes,4,1
7415,Horta-Guinardó,Horta,Homes,90,1
7416,Nou Barris,Vilapicina i la Torre Llobeta,Homes,77,1
7417,Nou Barris,Porta,Homes,101,1
7418,Nou Barris,el Turó de la Peira,Homes,84,1
7419,Nou Barris,Can Peguera,Homes,4,1
7420,Nou Barris,la Guineueta,Homes,51,1
7421,Nou Barris,Canyelles,Homes,17,1
7422,Nou Barris,les Roquetes,Homes,78,1
7423,Nou Barris,Verdun,Homes,54,1
7424,Nou Barris,la Prosperitat,Homes,96,1
7425,Nou Barris,la Trinitat Nova,Homes,32,1
7426,Nou Barris,Torre Baró,Homes,16,1
7427,Nou Barris,Ciutat Meridiana,Homes,74,1
7428,Nou Barris,Vallbona,Homes,6,1
7429,Sant Andreu,la Trinitat Vella,Homes,60,1
7430,Sant Andreu,Baró de Viver,Homes,10,1
7431,Sant Andreu,el Bon Pastor,Homes,60,1
7432,Sant Andreu,Sant Andreu,Homes,214,1
7433,Sant Andreu,la Sagrera,Homes,107,1
7434,Sant Andreu,el Congrés i els Indians,Homes,54,1
7435,Sant Andreu,Navas,Homes,90,1
7436,Sant Martí,el Camp de l'Arpa del Clot,Homes,123,1
7437,Sant Martí,el Clot,Homes,94,1
7438,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,66,1
7439,Sant Martí,la Vila Olímpica del Poblenou,Homes,38,1
7440,Sant Martí,el Poblenou,Homes,139,1
7441,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,73,1
7442,Sant Martí,el Besòs i el Maresme,Homes,112,1
7443,Sant Martí,Provençals del Poblenou,Homes,95,1
7444,Sant Martí,Sant Martí de Provençals,Homes,106,1
7445,Sant Martí,la Verneda i la Pau,Homes,100,1
7446,Ciutat Vella,el Raval,Homes,209,2
7447,Ciutat Vella,el Barri Gòtic,Homes,52,2
7448,Ciutat Vella,la Barceloneta,Homes,34,2
7449,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,68,2
7450,Eixample,el Fort Pienc,Homes,103,2
7451,Eixample,la Sagrada Família,Homes,177,2
7452,Eixample,la Dreta de l'Eixample,Homes,147,2
7453,Eixample,l'Antiga Esquerra de l'Eixample,Homes,126,2
7454,Eixample,la Nova Esquerra de l'Eixample,Homes,180,2
7455,Eixample,Sant Antoni,Homes,142,2
7456,Sants-Montjuïc,el Poble Sec,Homes,158,2
7457,Sants-Montjuïc,la Marina del Prat Vermell,Homes,10,2
7458,Sants-Montjuïc,la Marina de Port,Homes,105,2
7459,Sants-Montjuïc,la Font de la Guatlla,Homes,23,2
7460,Sants-Montjuïc,Hostafrancs,Homes,62,2
7461,Sants-Montjuïc,la Bordeta,Homes,84,2
7462,Sants-Montjuïc,Sants - Badal,Homes,93,2
7463,Sants-Montjuïc,Sants,Homes,171,2
7464,Les Corts,les Corts,Homes,183,2
7465,Les Corts,la Maternitat i Sant Ramon,Homes,101,2
7466,Les Corts,Pedralbes,Homes,53,2
7467,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,25,2
7468,Sarrià-Sant Gervasi,Sarrià,Homes,104,2
7469,Sarrià-Sant Gervasi,les Tres Torres,Homes,60,2
7470,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,86,2
7471,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,198,2
7472,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,102,2
7473,Gràcia,Vallcarca i els Penitents,Homes,58,2
7474,Gràcia,el Coll,Homes,24,2
7475,Gràcia,la Salut,Homes,54,2
7476,Gràcia,la Vila de Gràcia,Homes,202,2
7477,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,125,2
7478,Horta-Guinardó,el Baix Guinardó,Homes,89,2
7479,Horta-Guinardó,Can Baró,Homes,33,2
7480,Horta-Guinardó,el Guinardó,Homes,153,2
7481,Horta-Guinardó,la Font d'en Fargues,Homes,23,2
7482,Horta-Guinardó,el Carmel,Homes,113,2
7483,Horta-Guinardó,la Teixonera,Homes,40,2
7484,Horta-Guinardó,Sant Genís dels Agudells,Homes,30,2
7485,Horta-Guinardó,Montbau,Homes,16,2
7486,Horta-Guinardó,la Vall d'Hebron,Homes,34,2
7487,Horta-Guinardó,la Clota,Homes,4,2
7488,Horta-Guinardó,Horta,Homes,94,2
7489,Nou Barris,Vilapicina i la Torre Llobeta,Homes,83,2
7490,Nou Barris,Porta,Homes,89,2
7491,Nou Barris,el Turó de la Peira,Homes,73,2
7492,Nou Barris,Can Peguera,Homes,9,2
7493,Nou Barris,la Guineueta,Homes,48,2
7494,Nou Barris,Canyelles,Homes,17,2
7495,Nou Barris,les Roquetes,Homes,69,2
7496,Nou Barris,Verdun,Homes,64,2
7497,Nou Barris,la Prosperitat,Homes,80,2
7498,Nou Barris,la Trinitat Nova,Homes,31,2
7499,Nou Barris,Torre Baró,Homes,13,2
7500,Nou Barris,Ciutat Meridiana,Homes,67,2
7501,Nou Barris,Vallbona,Homes,5,2
7502,Sant Andreu,la Trinitat Vella,Homes,61,2
7503,Sant Andreu,Baró de Viver,Homes,11,2
7504,Sant Andreu,el Bon Pastor,Homes,53,2
7505,Sant Andreu,Sant Andreu,Homes,246,2
7506,Sant Andreu,la Sagrera,Homes,102,2
7507,Sant Andreu,el Congrés i els Indians,Homes,52,2
7508,Sant Andreu,Navas,Homes,62,2
7509,Sant Martí,el Camp de l'Arpa del Clot,Homes,131,2
7510,Sant Martí,el Clot,Homes,94,2
7511,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,71,2
7512,Sant Martí,la Vila Olímpica del Poblenou,Homes,41,2
7513,Sant Martí,el Poblenou,Homes,133,2
7514,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,85,2
7515,Sant Martí,el Besòs i el Maresme,Homes,118,2
7516,Sant Martí,Provençals del Poblenou,Homes,91,2
7517,Sant Martí,Sant Martí de Provençals,Homes,75,2
7518,Sant Martí,la Verneda i la Pau,Homes,96,2
7519,Ciutat Vella,el Raval,Homes,244,3
7520,Ciutat Vella,el Barri Gòtic,Homes,45,3
7521,Ciutat Vella,la Barceloneta,Homes,36,3
7522,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,71,3
7523,Eixample,el Fort Pienc,Homes,103,3
7524,Eixample,la Sagrada Família,Homes,174,3
7525,Eixample,la Dreta de l'Eixample,Homes,156,3
7526,Eixample,l'Antiga Esquerra de l'Eixample,Homes,122,3
7527,Eixample,la Nova Esquerra de l'Eixample,Homes,186,3
7528,Eixample,Sant Antoni,Homes,151,3
7529,Sants-Montjuïc,el Poble Sec,Homes,132,3
7530,Sants-Montjuïc,la Marina del Prat Vermell,Homes,4,3
7531,Sants-Montjuïc,la Marina de Port,Homes,132,3
7532,Sants-Montjuïc,la Font de la Guatlla,Homes,37,3
7533,Sants-Montjuïc,Hostafrancs,Homes,67,3
7534,Sants-Montjuïc,la Bordeta,Homes,72,3
7535,Sants-Montjuïc,Sants - Badal,Homes,93,3
7536,Sants-Montjuïc,Sants,Homes,138,3
7537,Les Corts,les Corts,Homes,211,3
7538,Les Corts,la Maternitat i Sant Ramon,Homes,85,3
7539,Les Corts,Pedralbes,Homes,47,3
7540,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,30,3
7541,Sarrià-Sant Gervasi,Sarrià,Homes,121,3
7542,Sarrià-Sant Gervasi,les Tres Torres,Homes,84,3
7543,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,131,3
7544,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,194,3
7545,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,123,3
7546,Gràcia,Vallcarca i els Penitents,Homes,62,3
7547,Gràcia,el Coll,Homes,27,3
7548,Gràcia,la Salut,Homes,66,3
7549,Gràcia,la Vila de Gràcia,Homes,177,3
7550,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,133,3
7551,Horta-Guinardó,el Baix Guinardó,Homes,85,3
7552,Horta-Guinardó,Can Baró,Homes,34,3
7553,Horta-Guinardó,el Guinardó,Homes,134,3
7554,Horta-Guinardó,la Font d'en Fargues,Homes,35,3
7555,Horta-Guinardó,el Carmel,Homes,127,3
7556,Horta-Guinardó,la Teixonera,Homes,42,3
7557,Horta-Guinardó,Sant Genís dels Agudells,Homes,31,3
7558,Horta-Guinardó,Montbau,Homes,28,3
7559,Horta-Guinardó,la Vall d'Hebron,Homes,10,3
7560,Horta-Guinardó,la Clota,Homes,9,3
7561,Horta-Guinardó,Horta,Homes,102,3
7562,Nou Barris,Vilapicina i la Torre Llobeta,Homes,84,3
7563,Nou Barris,Porta,Homes,100,3
7564,Nou Barris,el Turó de la Peira,Homes,69,3
7565,Nou Barris,Can Peguera,Homes,5,3
7566,Nou Barris,la Guineueta,Homes,53,3
7567,Nou Barris,Canyelles,Homes,36,3
7568,Nou Barris,les Roquetes,Homes,87,3
7569,Nou Barris,Verdun,Homes,52,3
7570,Nou Barris,la Prosperitat,Homes,111,3
7571,Nou Barris,la Trinitat Nova,Homes,36,3
7572,Nou Barris,Torre Baró,Homes,16,3
7573,Nou Barris,Ciutat Meridiana,Homes,54,3
7574,Nou Barris,Vallbona,Homes,7,3
7575,Sant Andreu,la Trinitat Vella,Homes,65,3
